ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear
G0125,GRDC,4208005,NA,NA,Fort Simpson,Mackenzie,Mackenzie,CA,Canada,North_America,11,1270000,1356040,61.8686,-121.3569,61.85,-121.35,1,1,,,8/1/1938,12/31/2015,,0,0,2/1/2018,2017
G0126,GRDC,2903429,NA,NA,Tabaga,Lena,Lena,RU,Russian Federation,Asia,512,897000,899098,61.83,129.6,61.05,126.95,1,1,,,1/1/1950,12/31/1992,,0,0,,0
G0127,GRDC,4208271,NA,NA,Near The Mouth,Liard,Mackenzie,CA,Canada,North_America,11,275000,276836,61.7472,-121.2236,61.05,-122.95,1,1,,,5/27/1972,12/31/2015,,0,0,2/1/2018,2017
G0128,GRDC,4208221,NA,NA,Above Virginia Falls,South Nahanni,Mackenzie,CA,Canada,North_America,11,14600,15387,61.6358,-125.7953,61.85,-126.35,1,1,,,1/14/1962,12/31/2015,,0,0,2/1/2018,2017
G0129,GRDC,2909152,NA,NA,Pod  Tunguska,Yenisey,Yenisei,RU,Russian Federation,Asia,511,1760000,1814930,61.6,90.08,61.55,90.05,1,1,,,1/1/1970,12/31/1993,,0,0,,0
G0130,GRDC,4102800,NA,NA,Susitna Station Ak,Susitna,Susitna,US,United States,North_America,11,50246,51216,61.5442,-150.5147,61.55,-150.45,1,1,,,10/1/1974,9/30/2014,,0,0,,0
G0131,GRDC,4102700,NA,NA,Near Chitina Alas,Copper,Copper,US,United States,North_America,11,53354,60073,61.4651,-144.4579,61.45,-144.45,1,1,,,7/1/1950,9/30/1990,,0,0,,0
G0132,GRDC,4203900,NA,NA,Above Frank Creek,Yukon,Yukon,CA,Canada,North_America,11,30821,30905,61.4344,-135.1883,60.95,-135.05,1,1,,,6/1/1953,12/31/1994,,217,0,,0
G0133,GRDC,6854100,NA,NA,Kalsinkosi,Kokemaenjoki,Kokemaenjoki,FI,Finland,Europe,31,26025,27480,61.35,22.12,61.45,21.85,1,1,,[ZZ] keep this or G0140,1/1/1931,12/31/1992,,0,0,,0
G0134,GRDC,6731450,NA,NA,Losna,Losna,Gloma,NO,Norway,Europe,32,11210,12237,61.3334,10.2775,61.35,10.25,1,1,,,1/1/1914,4/18/2008,,0,0,,2017
G0135,GRDC,4208220,NA,NA,Above Clausen Creek,South Nahanni,Mackenzie,CA,Canada,North_America,11,33400,33813,61.2633,-124.0697,61.25,-124.55,1,1,,,5/27/1969,12/31/1995,,0,0,,0
G0136,GRDC,4208300,NA,NA,Near Fort Providence,Mackenzie,Mackenzie,CA,Canada,North_America,11,970000,1022770,61.2608,-117.5447,61.25,-117.55,1,1,,[ZZ] data issue: short period of data less than 3 years outlet of Great Slave Lake,3/14/1958,10/14/1997,,119,0,,0
G0137,GRDC,4214091,NA,NA,Outlet Of Ennadai Lake,Kazan,Thelon,CA,Canada,North_America,11,21400,8008,61.2536,-100.9739,61.25,-101.65,1,1,,[ZZ] lake outlet,9/15/1962,12/31/2015,,0,0,2/1/2018,2017
G0138,GRDC,6855400,NA,NA,Tainionkoski,Vuoksi,Vuoksi,FI,Finland,Europe,32,61061,65982,61.22,28.78,61.05,28.45,1,1,,,1/1/1960,12/31/2013,,0,505,,2017
G0139,GRDC,6233221,NA,NA,Ljusne Stroemmar Krv,Ljusnan,Na,SE,Sweden,Europe,31,19817,21697,61.21,17.08,61.25,16.95,1,1,,,1/1/1951,12/31/2012,,0,0,,2017
G0140,GRDC,6854101,NA,NA,Harjavalta,Kokemaenjoki,Kokemaenjoki,FI,Finland,Europe,31,26117,24843,61.2,22.07,61.35,21.95,1,1,,[ZZ] keep this or G0133,1/1/1931,12/31/2013,,0,0,,2017
G0141,GRDC,2912602,NA,NA,Belogorje,Ob,Ob,RU,Russian Federation,Asia,511,2690000,2261080,61.07,68.6,61.05,68.75,1,1,,,1/1/1936,10/31/1994,,0,0,,0
G0142,GRDC,2911095,NA,NA,Hanti Mansisk,Irtysh,Ob,RU,Russian Federation,Asia,511,1200000,1180900,60.97,69.07,60.95,69.05,1,1,,,12/9/1977,11/8/1997,,0,0,,0
G0143,GRDC,4208477,WSC,07UC001,Outlet Of Kakisa Lake,Kakisa,Mackenzie,CA,Canada,North_America,11,15600,14409,60.9403,-117.4217,60.95,-117.25,1,1,,[ZZ] lake outlet/gap data from 1990 to 2013,6/11/1962,12/31/2015,,179,0,,0
G0144,GRDC,6972610,NA,NA,Xii Ges,Svir,Neva,RU,Russian Federation,Europe,32,67100,67178,60.93,34.3,60.65,32.95,1,1,,,1/1/1955,12/31/1988,,0,0,,0
G0145,GRDC,6731401,NA,NA,Elverum,Glama,Gloma,NO,Norway,Europe,32,15426,15377,60.88,11.56,60.85,11.55,1,1,,,1/1/1914,8/24/2001,,0,0,,2017
G0146,GRDC,4214070,WSC,06HB002,Above Outlet Sealhole Lake,Thlewiaza,Thlewiaza,CA,Canada,North_America,11,27000,49795,60.7858,-98.7769,60.75,-98.75,1,1,,[ZZ] lake effect?,1/1/1978,12/31/2015,,129,0,,2017
G0147,GRDC,4208440,NA,NA,Near Hay River,Hay,Mackenzie,CA,Canada,North_America,11,52300,52476,60.7431,-115.8578,60.45,-116.25,1,1,,,6/28/1963,12/31/2015,,0,0,2/1/2018,2017
G0148,GRDC,4203901,WSC,09AB001,Whitehorse,Yukon,Yukon,CA,Canada,North_America,11,19400,21098,60.7139,-135.0431,60.55,-134.55,1,1,,before lake,10/1/1943,12/31/2015,,162,0,,2017
G0149,GRDC,4208470,NA,NA,Highway No5,Buffalo,Mackenzie,CA,Canada,North_America,11,18500,13136,60.7122,-114.9031,60.85,-115.05,1,1,,,1/1/1969,12/31/1990,,0,0,,0
G0150,GRDC,6855200,NA,NA,Anjala,Kymijoki,Kymijoki,FI,Finland,Europe,32,36275,27244,60.7,26.82,60.65,26.15,1,1,,[ZZ] moved quite far from the original location due to the ldd problem,4/7/1938,12/31/2013,,0,0,,2017
G0151,GRDC,4102710,NA,NA,Million Dollar Bridge Near Cordova Ak,Copper,Copper,US,United States,North_America,11,62678,68870,60.6711,-144.7467,60.65,-144.75,1,1,,,6/1/1988,11/6/2016,,0,0,2/1/2018,2017
G0152,GRDC,4208420,NA,NA,Outlet Of Tsu Lake,Taltson,Mackenzie,CA,Canada,North_America,11,58700,40559,60.6497,-111.9469,60.45,-112.45,1,1,,[ZZ] lake,3/1/1952,9/30/1997,,0,0,,0
G0153,GRDC,6233201,NA,NA,Aelvkarleby Krv,Dalaelven,Na,SE,Sweden,Europe,31,28920,29550,60.56,17.44,60.55,17.45,1,1,,,1/1/1976,12/31/2012,,374,0,,2017
G0154,GRDC,4203770,NA,NA,Near Teslin,Teslin,Yukon,CA,Canada,North_America,11,30300,25881,60.4844,-133.3019,61.45,-134.75,1,1,,,4/1/1944,12/31/1994,,0,0,,0
G0155,GRDC,2903428,NA,NA,Solyanka,Lena,Lena,RU,Russian Federation,Asia,512,770000,794079,60.48,120.7,60.45,120.75,1,1,,,1/1/1940,12/31/2002,,0,0,,2017
G0156,GRDC,4208290,NA,NA,Near Watson Lake,Frances,Mackenzie,CA,Canada,North_America,11,12800,12811,60.4739,-129.1189,60.45,-129.15,1,1,,,12/17/1962,12/31/2015,,0,0,2/1/2018,2017
G0157,GRDC,6731402,NA,NA,Skarnes,Glama,Gloma,NO,Norway,Europe,32,20300,20335,60.2543,11.6775,60.25,11.65,1,1,,,4/29/1915,3/21/2008,,0,0,,2017
G0158,GRDC,4208280,NA,NA,Fort Liard,Liard,Mackenzie,CA,Canada,North_America,11,222000,226980,60.2431,-123.4792,60.25,-123.45,1,1,,,10/1/1942,12/31/2015,,0,0,2/1/2018,2017
G0159,GRDC,4202100,NA,NA,Above Bates River,Alsek,Alsek,CA,Canada,North_America,11,16200,16636,60.1192,-137.9742,60.05,-137.95,1,1,,,7/16/1974,12/31/2015,,0,0,2/1/2018,2017
G0160,GRDC,4208275,NA,NA,Upper Crossing,Liard,Mackenzie,CA,Canada,North_America,11,33400,33269,60.05,-128.9,60.05,-128.95,1,1,,,6/1/1960,12/31/2015,,0,0,2/1/2018,2017
G0161,GRDC,6731310,NA,NA,Dovikfoss,Dramselv,Dramselv,NO,Norway,Europe,32,16120,16213,59.8805,9.908,59.95,9.95,1,1,,,1/1/1914,12/31/2005,,425,0,,2017
G0162,GRDC,4208400,NA,NA,Fitzgerald Alberta,Slave,Mackenzie,CA,Canada,North_America,11,606000,628620,59.8722,-111.5833,59.05,-111.45,1,1,,,5/17/1921,12/31/2015,,123,0,2/1/2018,2017
G0163,GRDC,4208252,NA,NA,Near The Mouth,Dease,Mackenzie,CA,Canada,North_America,11,14500,14818,59.8583,-128.5972,59.75,-128.85,1,1,,,1/1/1984,12/31/1995,,0,0,,0
G0164,GRDC,6972430,NA,NA,Novosaratovka,Neva,Neva,RU,Russian Federation,Europe,32,281000,224915,59.8372,30.5294,59.85,30.55,1,1,,,1/1/1945,12/31/2011,,0,0,,2017
G0165,GRDC,4208272,NA,NA,Above Beaver River,Liard,Mackenzie,CA,Canada,North_America,11,119000,120254,59.7425,-124.4764,59.45,-124.85,1,1,,,8/8/1968,3/31/1995,,0,0,,0
G0166,GRDC,2903427,NA,NA,Krestovski,Lena,Lena,RU,Russian Federation,Asia,512,440000,461132,59.73,113.17,59.75,113.15,1,1,,,5/18/1936,12/31/2002,,0,0,,2017
G0167,GRDC,4208274,NA,NA,Above Kechika River,Liard,Mackenzie,CA,Canada,North_America,11,61600,61745,59.7011,-127.2275,59.95,-127.85,1,1,,,8/9/1969,10/25/1995,,0,0,,0
G0168,GRDC,6731403,NA,NA,Solbergfoss,Glama,Gloma,NO,Norway,Europe,32,40540,39972,59.6373,11.1535,59.95,11.15,1,0,,[ZZ] another station G0170(very close) has longer record_ G0168 is located downstream of a lake. Same data as G0170,1/1/1914,12/31/2007,,0,0,,0
G0169,GRDC,4208255,NA,NA,At The Mouth,Kechika,Mackenzie,CA,Canada,North_America,11,22700,22640,59.6153,-127.3103,59.55,-127.35,1,1,,,10/1/1962,3/31/1995,,0,0,,0
G0170,GRDC,6731400,NA,NA,Langnes,Glama,Gloma,NO,Norway,Europe,32,40540,41456,59.6092,11.1181,59.75,11.25,1,1,,,1/1/1914,12/31/2007,,456,0,,2017
G0171,GRDC,4208270,NA,NA,Lower Crossing,Liard,Mackenzie,CA,Canada,North_America,11,104000,104615,59.4125,-126.0972,59.55,-126.45,1,1,,,7/19/1944,12/31/2015,,0,0,2/1/2018,2017
G0172,GRDC,4102050,NA,NA,Near Yakutat Alas,Alsek,Alsek,US,United States,North_America,11,28024,28141,59.3947,-138.0837,59.35,-138.15,1,1,,,7/1/1991,12/4/2012,,0,0,,2017
G0173,GRDC,6972350,NA,NA,Narva Hep,Narva Jogi,Narva,EE,Estonia,Europe,32,56000,58317,59.3772,28.1903,59.45,28.15,1,1,,[NV] time series has positive trend,5/25/1955,12/31/1991,,439,0,,0
G0174,GRDC,4102740,NA,NA,Ekwok Ak,Nushagak,Nushagak,US,United States,North_America,11,25512,25638,59.3484,-157.4752,59.45,-157.25,1,1,,,10/1/1977,9/30/1993,,0,0,,0
G0175,GRDC,6233410,NA,NA,Oevre Stockholm,Maelaren,Na,SE,Sweden,Europe,32,22639,24518,59.3,18.08,59.45,18.05,1,1,,,1/1/1914,9/30/2013,,0,0,,2017
G0176,GRDC,4208441,NA,NA,Near Meander River,Hay,Mackenzie,CA,Canada,North_America,11,36900,37335,59.1494,-117.6342,59.05,-117.75,1,1,,[ZZ] dataissue  low values are cut off  full period,9/16/1974,10/31/2013,,0,0,2/1/2018,2017
G0177,GRDC,4208971,WSC,07LE002,Outlet Of Black Lake,Fond Du Lac,Mackenzie,CA,Canada,North_America,11,50700,53600,59.1472,-105.5389,59.25,-105.55,1,1,,[ZZ] outlet of a lake in GLWD,1/1/1963,12/31/2015,,151,0,,2017
G0178,GRDC,4208450,NA,NA,Peace Point Alberta,Peace,Mackenzie,CA,Canada,North_America,11,293000,293544,59.1139,-112.4264,58.35,-114.85,1,1,,,2/19/1959,12/31/2015,,0,0,2/1/2018,2017
G0179,GRDC,4208256,NA,NA,Above Boya Creek,Kechika,Mackenzie,CA,Canada,North_America,11,11200,11395,59.0983,-127.5339,59.15,-127.55,1,1,,,5/26/1967,12/31/1994,,0,0,,0
G0180,GRDC,4214105,NA,NA,Below Great Island,Seal,Seal,CA,Canada,North_America,11,48100,50129,58.8917,-96.2753,58.85,-96.35,1,1,,,1/1/1955,9/23/2016,,0,0,2/1/2018,2017
G0181,GRDC,4208975,NA,NA,Outlet Of Wapata Lake,Cree,Mackenzie,CA,Canada,North_America,11,20700,19916,58.8583,-105.8194,58.85,-105.75,1,1,,[ZZ] outlet of a lake,7/19/1972,6/1/1995,,460,0,,0
G0182,GRDC,4214107,NA,NA,Below Stony Lake,North Seal River,Seal,CA,Canada,North_America,11,18400,19812,58.8444,-98.2889,58.85,-98.25,1,1,,[ZZ] not far downstream of a lake,3/22/1972,5/31/1994,,253,0,,0
G0183,GRDC,4208360,NA,NA,Near Fort Nelson,Muskwa,Mackenzie,CA,Canada,North_America,11,20300,21399,58.7883,-122.6592,58.85,-122.55,1,1,,,8/5/1944,12/31/2010,,0,0,,2017
G0184,GRDC,4208365,NA,NA,Above Muskwa River,Fort Nelson,Mackenzie,CA,Canada,North_America,11,22800,22775,58.6708,-122.6375,58.85,-122.35,1,1,,,9/16/1978,12/7/2004,,0,0,,2017
G0185,GRDC,4214940,NA,NA,En Aval De La Riviere Paladeau,Feuilles,Feuilles,CA,Canada,North_America,11,41700,43193,58.6403,-70.4206,58.55,-70.55,1,1,,,3/15/1955,3/17/1988,,0,0,,0
G0186,GRDC,4202600,NA,NA,Near Tulsequah,Taku,Taku,CA,Canada,North_America,11,15500,16089,58.64,-133.54,58.85,-133.15,1,1,,,5/16/1953,12/31/1987,,0,0,,0
G0187,GRDC,4208461,NA,NA,Near High Level,Chinchaga,Mackenzie,CA,Canada,North_America,11,10400,11173,58.5967,-118.3333,58.45,-118.35,1,1,,,8/12/1969,12/31/2013,,0,0,2/1/2018,2017
G0188,GRDC,6233301,NA,NA,Holmen,Motala Stroem,Lake Vattern,SE,Sweden,Europe,32,15384,16428,58.59,16.17,58.55,16.05,1,1,,,11/12/1934,12/31/2012,,0,0,,2017
G0189,GRDC,4102600,NA,NA,Near Juneau Ak,Taku,Taku,US,United States,North_America,11,17094,18228,58.54,-133.7,58.55,-133.65,1,1,,,7/23/1987,5/30/2017,,0,0,2/1/2018,2017
G0190,GRDC,4202601,NA,NA,Near Juneau,Taku,Taku,CA,Canada,North_America,11,17700,17960,58.5386,-133.7,58.65,-133.55,1,1,,,1/1/1988,9/30/2013,,0,0,,2017
G0191,GRDC,2909153,NA,NA,Yeniseisk,Yenisey,Yenisei,RU,Russian Federation,Asia,511,1400000,1444160,58.45,92.15,58.15,92.85,1,1,,,1/1/1967,12/31/1993,,0,0,,0
G0192,GRDC,4208452,NA,NA,Fort Vermilion,Peace,Mackenzie,CA,Canada,North_America,11,223000,223602,58.38,-116.03,57.65,-117.05,1,1,,,8/8/1915,12/31/2014,,0,0,2/1/2018,2017
G0193,GRDC,6229500,NA,NA,Vargoens Krv,Goeta Aelv,Vaenern Goeta,SE,Sweden,Europe,32,46886,49964,58.36,12.37,58.45,12.45,1,1,,,1/1/1914,12/31/2012,,288,0,,2017
G0194,GRDC,2910601,NA,NA,Kolpashevo,Ob,Ob,RU,Russian Federation,Asia,511,486000,489861,58.3,82.88,57.75,83.75,1,1,,,1/1/1936,12/31/1994,,0,0,,0
G0195,GRDC,2911097,NA,NA,Tobolsk,Irtysh,Ob,RU,Russian Federation,Asia,511,1500000,1024150,58.2,68.23,58.25,68.15,1,1,,,1/1/1950,12/31/1997,,0,0,,0
G0196,GRDC,4208871,NA,NA,Embarras Airport,Athabasca,Mackenzie,CA,Canada,North_America,11,155000,157988,58.2,-111.39,57.75,-111.35,1,1,,,5/1/1971,12/31/2015,,0,0,2/1/2018,0
G0197,GRDC,2908100,NA,NA,Tatarka,Angara,Yenisei,RU,Russian Federation,Asia,511,1040000,1069040,58.18,93.37,58.05,93.95,1,1,,,1/1/1954,12/31/1988,,0,0,,0
G0198,GRDC,6975010,NA,NA,Rybinskaya Ges,Volga,Volga,RU,Russian Federation,Europe,32,150000,190853,58.18,38.72,58.15,38.65,1,1,,[ZZ]dam,1/1/1950,12/31/1991,,0,624,,0
G0199,GRDC,4214106,NA,NA,Above Fox Lake,South Seal,Seal,CA,Canada,North_America,11,13000,13102,58.1431,-98.2278,58.05,-98.35,1,1,,,7/22/1964,12/31/1996,,0,0,,0
G0200,GRDC,4214270,NA,NA,Above Red Head Rapids,Churchill,Churchill,CA,Canada,North_America,11,287000,285707,58.1208,-94.625,57.45,-95.55,1,1,,[ZZ]  other_ we overestimate  because of the Nelson River Hydroelectric Project: http://en.wikipedia.org/wiki/File:Nelson Project.PNG water is diverted into the Nelson River above this station,6/8/1971,6/21/2016,,0,0,2/1/2018,2017
G0201,GRDC,4204100,NA,NA,Telegraph Creek,Stikine,Stikine,CA,Canada,North_America,11,29300,30273,57.9008,-131.1544,58.05,-130.95,1,1,,,9/1/1954,12/31/2015,,0,0,2/1/2018,2017
G0202,GRDC,4214900,NA,NA,Pres De L Embouchure 1,Grande Riviere De La Baleine,Grande Riviere De La Baleine,CA,Canada,North_America,11,29800,29520,57.8833,-67.5833,57.55,-67.35,1,1,,probably wrong basin name,3/19/1956,10/21/2013,,0,0,,2017
G0203,GRDC,4208821,NA,NA,Highway No 88,Wabasca,Mackenzie,CA,Canada,North_America,11,35800,36210,57.875,-115.3889,57.55,-115.45,1,1,,,7/9/1970,12/31/2013,,0,0,2/1/2018,2017
G0204,GRDC,2903050,NA,NA,Bodaibo,Vitim,Lena,RU,Russian Federation,Asia,512,186000,186758,57.82,114.17,57.55,116.45,1,1,,,1/1/1925,12/31/1988,,0,0,,0
G0205,GRDC,2908305,NA,NA,Mashukovka,Taseeva,Yenisei,RU,Russian Federation,Asia,511,127000,128179,57.82,94.32,57.75,94.55,1,1,,,1/1/1950,12/31/1988,,0,0,,0
G0206,GRDC,2903426,NA,NA,Zmeinovo,Lena,Lena,RU,Russian Federation,Asia,512,140000,141303,57.78,108.32,57.65,108.05,1,1,,,1/1/1937,12/31/1988,,0,0,,0
G0207,GRDC,2910310,NA,NA,Baturino,Chulym,Ob,RU,Russian Federation,Asia,511,131000,133661,57.78,85.15,57.75,85.45,1,1,,,4/26/1936,12/31/1993,,0,0,,0
G0208,GRDC,2903087,NA,NA,Chulbu,Uchur,Lena,RU,Russian Federation,Asia,512,108000,109159,57.77,130.9,57.75,130.65,1,1,,,1/1/1966,12/31/1984,,0,0,,0
G0209,GRDC,2911098,NA,NA,Ust Ishim,Irtysh,Ob,RU,Russian Federation,Asia,511,564000,586993,57.7,71.17,57.75,71.15,1,1,,,1/1/1936,12/31/1987,,0,0,,0
G0210,GRDC,4214035,NA,NA,Pres De La Riviere Koksoak,Aux Melezes,Caniapiscau,CA,Canada,North_America,11,42700,42270,57.67,-69.62,57.65,-69.65,1,1,,,8/18/1962,10/21/2013,,0,0,,2017
G0211,GRDC,4204050,NA,NA,Above Butterfly Creek,Stikine,Stikine,CA,Canada,North_America,11,36000,37278,57.4861,-131.75,57.65,-131.65,1,1,,,2/17/1971,4/19/1995,,0,0,,0
G0212,GRDC,4214040,NA,NA,Chute De La Pyrite,Caniapiscau,Caniapiscau,CA,Canada,North_America,11,86800,89638,57.43,-69.25,56.85,-69.05,1,1,,,5/9/1954,10/21/2013,,0,0,,2017
G0213,GRDC,4214261,WSC,06FB001,Below Fidler Lake,Churchill,Churchill,CA,Canada,North_America,11,271000,283000,57.25,-96.7972,57.25,-96.85,1,1,,[ZZ]  other_ we overestimate  because of the Nelson River Hydroelectric Project: http://en.wikipedia.org/wiki/File:Nelson Project.PNG water is diverted into the Nelson River above this station,6/23/1960,7/17/2016,,189,0,,2017
G0214,GRDC,4208491,NA,NA,Above Akie River,Finlay,Mackenzie,CA,Canada,North_America,11,16000,16024,57.1278,-125.25,57.15,-125.35,1,1,,,9/19/1978,12/31/2014,,0,0,2/1/2018,2017
G0215,GRDC,4214287,NA,NA,Below Wathaman Lake,Wathaman,Churchill,CA,Canada,North_America,11,10200,10234,57.0889,-103.7111,57.05,-103.75,1,1,,[ZZ] lake,7/29/1971,12/31/2015,,0,0,2/1/2018,2017
G0216,GRDC,2911303,NA,NA,Vikulovo,Ishim,Ob,RU,Russian Federation,Asia,511,151000,130857,56.82,70.63,56.85,70.65,1,1,,,1/1/1952,12/31/1995,,0,0,,0
G0217,GRDC,4214905,NA,NA,Au Lac De La Hutte Sauvage,George,George,CA,Canada,North_America,11,24200,24966,56.7931,-65.7583,56.75,-64.85,1,1,,,6/29/1975,10/21/2013,,0,0,,2017
G0218,GRDC,4208730,NA,NA,Below Mcmurray,Athabasca,Mackenzie,CA,Canada,North_America,11,133000,136967,56.7806,-111.4,56.75,-111.45,1,1,,,10/1/1957,12/31/2015,,0,0,2/1/2018,2017
G0219,GRDC,4204900,NA,NA,Near Wrangell,Stikine,Stikine,US,United States,North_America,11,51593,51971,56.7077,-132.132,56.75,-131.75,1,1,,,7/28/1976,10/25/2016,,0,0,2/1/2018,2017
G0220,GRDC,4208880,NA,NA,Draper,Clearwater,Mackenzie,CA,Canada,North_America,11,30800,31695,56.6853,-111.2542,56.65,-110.95,1,1,,,12/15/1930,12/31/2015,,0,0,2/1/2018,2017
G0221,GRDC,2912302,NA,NA,Yalutorovsk,Tobol,Ob,RU,Russian Federation,Asia,511,241000,209840,56.67,66.35,56.65,66.35,1,1,,,1/1/1940,12/30/1987,,0,0,,0
G0222,GRDC,4208881,NA,NA,Above Christina River,Clearwater,Mackenzie,CA,Canada,North_America,11,17000,17236,56.6611,-110.9278,56.75,-110.45,1,1,,,6/16/1966,12/31/2015,,0,0,2/1/2018,2017
G0223,GRDC,2910300,NA,NA,Tomsk,Tom,Ob,RU,Russian Federation,Asia,511,57000,59858,56.5,84.92,56.45,84.95,1,1,,[NV] Coordinates Changed to match LDD time series,1/14/1918,12/31/1999,,0,0,,0
G0224,GRDC,4214262,WSC,06EB004,Above Leaf Rapids,Churchill,Churchill,CA,Canada,North_America,11,244000,243928,56.46822,-100.03602,56.25,-100.45,1,1,,[ZZ] below dam not natural,1/1/1973,8/26/2016,5/1/2017,0,156,,2017
G0225,GRDC,4214025,NA,NA,Below Gods River,Hayes,Hayes (Trib. Hudson Bay),CA,Canada,North_America,11,103000,107415,56.4319,-92.7886,56.35,-92.85,1,1,,,4/9/1973,11/9/2016,,0,0,2/1/2018,2017
G0226,GRDC,4213711,WSC,05UF007,Long Spruce Generating Station,Nelson,Nelson,CA,Canada,North_America,11,1060000,960215,56.3975,-94.3694,56.45,-94.25,1,1,,[ZZ] dam,1/1/1987,12/31/2016,,0,4,2/1/2018,2017
G0227,GRDC,4213712,NA,NA,Kettle Generating Station,Nelson,Nelson,CA,Canada,North_America,11,1060000,959151,56.3803,-94.6339,56.35,-94.65,1,1,,[ZZ] dam,1/1/1987,12/31/2016,,0,376,2/1/2018,2017
G0228,GRDC,4208822,NA,NA,Below Trout River,Wabasca,Mackenzie,CA,Canada,North_America,11,14300,15001,56.3242,-113.7861,56.25,-113.85,1,1,,,12/19/1984,3/31/1994,,0,0,,0
G0229,GRDC,2908102,NA,NA,Bratskaya,Angara,Yenisei,RU,Russian Federation,Asia,511,736000,753241,56.28,101.73,56.25,101.75,1,1,,,1/1/1962,12/31/1988,,0,660,,0
G0230,GRDC,4208565,NA,NA,Near Fort St  John,Beatton,Mackenzie,CA,Canada,North_America,11,15600,15641,56.28,-120.7,56.35,-120.75,1,1,,,5/25/1961,12/31/2015,,0,0,2/1/2018,2017
G0231,GRDC,2902850,NA,NA,Bolshie Scheki,Kamchatka,Kamchatka,RU,Russian Federation,Asia,512,51600,51964,56.27,161.67,56.25,161.25,1,1,,,1/1/1937,12/31/1987,,0,0,,0
G0232,GRDC,4208630,NA,NA,Peace River,Peace,Mackenzie,CA,Canada,North_America,11,186000,198152,56.2447,-117.3128,56.15,-117.35,1,1,,,5/28/1915,12/31/2013,,0,0,2/1/2018,2017
G0233,GRDC,4208458,NA,NA,Above Pine River,Peace,Mackenzie,CA,Canada,North_America,11,83900,88746,56.1994,-120.8117,56.25,-121.05,1,1,,[ZZ] some distance below a dam(these stations on Peace river are very close to one another),5/29/1979,12/31/2011,,0,0,,2017
G0234,GRDC,4214285,NA,NA,Above Devil Rapids,Reindeer,Churchill,CA,Canada,North_America,11,63300,62815,56.1931,-103.1594,56.45,-103.05,1,1,,[ZZ] below dam not natural,6/26/1985,12/31/2016,,124,0,2/1/2018,2017
G0235,GRDC,4214260,NA,NA,Above Granville Falls,Churchill,Churchill,CA,Canada,North_America,11,228000,227323,56.15,-100.4583,55.65,-101.05,1,1,,[ZZ] below dam not natural,2/24/1946,7/18/2016,,201,0,2/1/2018,2017
G0236,GRDC,4208457,NA,NA,Near Taylor,Peace,Mackenzie,CA,Canada,North_America,11,97100,104202,56.1358,-120.6703,56.15,-120.95,1,1,,[ZZ] some distance below a dam(these stations on Peace river are very close to one another),7/5/1944,12/31/2011,,0,0,,2017
G0237,GRDC,4208456,NA,NA,Above Alces River,Peace,Mackenzie,CA,Canada,North_America,11,118000,125886,56.12,-120.05,56.05,-120.25,1,1,,[ZZ] some distance below a dam(these stations on Peace river are very close to one another),1/1/1992,12/31/2010,,0,0,,2017
G0238,GRDC,4213720,NA,NA,At Kelsey Generating Station,Nelson,Nelson,CA,Canada,North_America,11,1010000,954816,56.0389,-96.525,56.25,-95.85,1,1,,[ZZ] dam,7/1/1960,12/31/2016,,0,0,2/1/2018,2017
G0239,GRDC,4208550,NA,NA,Hudson Hope,Peace,Mackenzie,CA,Canada,North_America,11,70200,70260,56.0275,-121.8989,55.95,-123.35,1,1,,[ZZ] some distance below a dam(these stations on Peace river are very close to one another),5/31/1917,12/31/2012,,0,0,2/1/2018,2017
G0240,GRDC,4214265,WSC,06BB003,Near Patuanak,Churchill,Churchill,CA,Canada,North_America,11,78700,79526,55.925,-107.7278,55.95,-107.75,1,1,,,1/29/1930,12/31/2015,,160,0,,2017
G0241,GRDC,4208455,NA,NA,Dunvegan Bridge,Peace,Mackenzie,CA,Canada,North_America,11,130000,131335,55.9192,-118.6053,56.15,-119.85,1,1,,,4/26/1960,12/31/2016,,0,0,2/1/2018,2017
G0242,GRDC,6973300,NA,NA,Daugavpils,Daugava,Western Dvina _ Daugava,LV,Latvia,Europe,32,64500,65316,55.8833,26.5333,55.85,26.65,1,1,,,1/1/1936,12/31/2013,,0,0,,2017
G0243,GRDC,4214351,NA,NA,Near Shamattawa,Gods,Hayes (Trib. Hudson Bay),CA,Canada,North_America,11,65500,71010,55.85,-92.0986,55.85,-92.15,1,1,,,6/6/1968,9/21/2016,,0,0,2/1/2018,2017
G0244,GRDC,4213410,NA,NA,Near Thompson,Burntwood,Nelson,CA,Canada,North_America,11,18500,20803,55.7444,-97.8917,55.95,-97.35,1,1,,[ZZ]  other_ we underestimate  because of the Nelson River Hydroelectric Project: http://en.wikipedia.org/wiki/File:Nelson Project.PNG water is taken from Churchil river,6/25/1956,10/25/2016,,0,0,2/1/2018,2017
