ID,Provider_1,ProvID_1,Provider_2,ProvID_2,Stationnam,RiverName,RiverBasin,Country,CountryNam,Continent,HydroRegio,DrainArPro,DrainArLDD,YProvided,XProvided,YCorrected,XCorrected,ToCalibrat,ValidGLOFA,Legend_for,Comments,StartDate,EndDate,AddedDate,Lake,Reservoir,Lastupdate,CalibYear
G1773,DFO,203,NA,NA,Na,Ghaghra,Ganges,IN,India,Asia,52,-9999,89014,26.684,82.395,26.65,82.35,0,1,,,,,,0,0,,0
G1774,DFO,205,NA,NA,Na,Ganges,Ganges,IN,India,Asia,52,-9999,461470,25.244,82.395,25.25,82.35,0,1,,,,,,0,0,,0
G1775,DFO,208,NA,NA,Na,Ramganga,Ganges,IN,India,Asia,52,-9999,27821,29.204,78.075,29.25,78.05,0,1,,,,,,0,0,,0
G1776,DFO,210,NA,NA,Na,Ramganga,Ganges,IN,India,Asia,52,-9999,20318,28.034,79.515,28.05,79.45,0,1,,,,,,0,0,,0
G1777,DFO,211,NA,NA,Na,Ganges,Ganges,IN,India,Asia,52,-9999,15316,29.564,77.085,29.55,77.05,0,1,,,,,,0,0,,0
G1778,DFO,223,NA,NA,Na,Tonle,Mekong,KH,Cambodia,Asia,54,-9999,84124,12.104,104.805,12.05,104.75,0,1,,,,,,0,0,,0
G1779,DFO,239,NA,NA,Na,Mekong,Mekong,LA,Lao People's Democratic Republic,Asia,54,-9999,377916,17.324,104.805,17.35,104.75,0,1,,,,,,0,0,,0
G1780,RID,5,DFO,DFO,Pho Thale Y5,Yom,Yom River,TH,Thailand,Asia,54,22344,20921,16.09305556,100.2633333,16.55,100.15,1,1,,data comes from http://hydro.iis.u tokyo.ac.jp/GAME T/GAIN T/routine/rid river/disc_d.html,4/1/1990,12/31/1999,4/10/2018,0,0,,0
G1781,RID,16,DFO,DFO,Khanu P16,Ping,Ping River,TH,Thailand,Asia,54,45677,45592,16.06166667,99.86416667,15.95,99.85,1,1,,data comes from http://hydro.iis.u tokyo.ac.jp/GAME T/GAIN T/routine/rid river/disc_d.html,4/1/1980,12/31/1999,4/10/2018,0,0,,0
G1782,DFO,260,NA,NA,Na,Pungue,Na,MZ,Mozambique,Africa,46,-9999,25477,-19.395,34.515,-19.35,34.55,0,1,,,,,,0,0,,0
G1783,DFO,261,NA,NA,Na,Luangwa,Zambezi,ZM,Zambia,Africa,46,-9999,143167,-15.345,30.375,-15.35,30.35,0,1,,,,,,0,0,,0
G1784,DFO,262,NA,NA,Na,Niger,Niger,ML,Mali,Africa,44,-9999,364298,16.154,-3.464,16.15,-3.45,0,1,,,,,,0,0,,0
G1785,DFO,263,NA,NA,Na,Niger,Niger,ML,Mali,Africa,44,-9999,444563,16.604,-0.224,16.65,-0.25,0,1,,,,,,0,0,,0
G1786,DFO,265,NA,NA,Na,Niger,Niger,ML,Mali,Africa,44,-9999,131768,13.364,-6.524,13.35,-6.45,0,1,,,,,,0,0,,0
G1787,DFO,267,NA,NA,Na,Milo,Niger,GN,Guinea,Africa,44,-9999,11984,10.664,-9.224,10.65,-9.25,0,1,,,,,,0,0,,0
G1788,DFO,270,NA,NA,Na,Chixoy,Grisalva,GT,Guatemala,North_America,14,-9999,11371,16.154,-90.404,16.15,-90.45,0,1,,,,,,0,0,,0
G1789,DFO,272,NA,NA,Na,Escondido,Na,NI,Nicaragua,South_America,25,-9999,9828,12.104,-84.014,12.05,-84.05,0,1,,,,,,0,0,,0
G1790,DFO,275,NA,NA,Na,Chobe,Zambezi,NA,Namibia,Africa,47,-9999,150167,-18.045,24.615,-18.05,24.55,0,1,,,,,,0,0,,0
G1791,DFO,277,NA,NA,Na,Zambezi,Zambezi,ZM,Zambia,Africa,46,-9999,294562,-16.245,23.265,-16.25,23.25,0,1,,,,,,0,0,,0
G1792,DFO,278,NA,NA,Na,Zambezi,Zambezi,ZM,Zambia,Africa,46,-9999,276915,-15.345,22.995,-15.35,22.95,0,1,,,,,,0,0,,0
G1793,DFO,282,NA,NA,Na,Okavango _ Cubango,Okavango,BW,Botswana,Africa,47,-9999,237000,-18.765,22.275,-18.75,22.25,0,1,,,,,,0,0,,0
G1794,DFO,284,NA,NA,Na,Chenab,Indus,PK,Pakistan,Asia,52,55688,43231,31.544,72.495,31.55,72.45,0,1,,,,,,0,0,,0
G1795,DFO,285,NA,NA,Na,Jhelum,Indus,PK,Pakistan,Asia,52,-9999,45827,31.904,72.225,31.85,72.25,0,1,,,,,,0,0,,0
G1796,DFO,286,NA,NA,Na,Chenab,Indus,PK,Pakistan,Asia,52,53587,36050,32.264,73.575,32.25,73.55,0,1,,,,,,0,0,,0
G1797,DFO,288,NA,NA,Na,Ravi,Indus,PK,Pakistan,Asia,52,-9999,17717,31.364,74.025,31.35,74.05,0,1,,,,,,0,0,,0
G1798,DFO,290,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,422834,409279,31.094,70.785,31.05,70.75,0,1,,April 2016 river name updated according to https://floodobservatory.colorado.edu/SiteDisplays/290.htm,,,,0,0,,0
G1799,DFO,291,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,372272,362667,31.634,70.875,31.65,70.85,0,1,,,,,,0,0,,0
G1800,DFO,292,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,366514,352546,32.174,71.235,32.15,71.25,0,1,,,,,,0,0,,0
G1801,DFO,294,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,201449,202925,33.974,72.495,33.95,72.55,0,1,,April 2016 river name updated https://floodobservatory.colorado.edu/SiteDisplays/294.htm,,,,0,0,,0
G1802,DFO,296,NA,NA,Na,Kabul,Indus,AF,Afganistan,Asia,52,-9999,68192,34.334,70.785,34.35,70.75,0,1,,,,,,0,0,,0
G1803,DFO,297,NA,NA,Na,Lena,Lena,RU,Russian Federation,Asia,512,-9999,2388600,69.614,124.965,69.65,124.95,0,1,,,,,,0,0,,0
G1804,DFO,317,NA,NA,Na,Ob,Ob,RU,Russian Federation,Asia,511,-9999,634743,59.084,80.955,59.05,80.95,0,1,,,,,,0,0,,0
G1805,DFO,318,NA,NA,Na,Ob,Ob,RU,Russian Federation,Asia,511,-9999,773954,59.894,78.975,59.85,78.95,0,1,,,,,,0,0,,0
G1806,DFO,320,NA,NA,Na,Ob,Ob,RU,Russian Federation,Asia,511,-9999,888992,61.064,75.735,61.05,75.75,0,1,,,,,,0,0,,0
G1807,DFO,421,NA,NA,Na,Jenisei,Yenisei,RU,Russian Federation,Asia,511,-9999,2552610,66.104,87.435,66.15,87.45,0,1,,,,,,0,0,,0
G1808,DFO,435,NA,NA,Na,Pur,Pur,RU,Russian Federation,Asia,511,-9999,64737,65.384,77.985,65.35,77.95,0,1,,,,,,0,0,,0
G1809,DFO,440,NA,NA,Na,Big Black,Mississippi,US,United States,North_America,12,-9999,6997,32.624,-90.314,32.55,-90.35,0,1,,,,,,0,0,,0
G1810,DFO,442,NA,NA,Na,Ouachita,Mississippi,US,United States,North_America,12,-9999,49348,31.904,-91.844,31.85,-91.85,0,1,,04/2016 updated river name http://floodobservatory.colorado.edu/SiteDisplays/442.htm,,,,0,0,,0
G1811,DFO,443,NA,NA,Na,Red,Mississippi,US,United States,North_America,12,-9999,158851,32.354,-93.554,32.35,-93.65,0,1,,,,,,0,0,,0
G1812,DFO,445,NA,NA,Na,Trinity,Trinity,US,United States,North_America,12,-9999,39606,30.914,-95.624,30.95,-95.65,0,1,,,,,,0,0,,0
G1813,DFO,446,NA,NA,Na,Trinity,Trinity,US,United States,North_America,12,-9999,33325,31.724,-95.894,31.75,-95.85,0,1,,,,,,0,0,,0
G1814,DFO,447,NA,NA,Na,Trinity,Trinity,US,United States,North_America,12,-9999,17017,32.534,-96.524,32.55,-96.55,0,1,,,,,,0,0,,0
G1815,DFO,449,NA,NA,Na,Brazos,Brazos,US,United States,North_America,12,-9999,70861,31.184,-96.884,31.15,-96.85,0,1,,,,,,0,0,,0
G1816,DFO,462,NA,NA,Na,Colorado,Colorado (Caribbean Sea),US,United States,North_America,12,-9999,105991,29.384,-96.344,29.35,-96.35,0,1,,,,,,0,0,,0
G1817,DFO,467,NA,NA,Na,Alabama,Alabama River And Tombigbee,US,United States,North_America,12,-9999,59340,31.364,-87.704,31.35,-87.75,0,1,,,,,,0,0,,0
G1818,DFO,497,NA,NA,Na,Missouri,Mississippi,US,United States,North_America,12,-9999,1253220,39.284,-93.464,39.25,-93.45,0,1,,,,,,0,0,,0
G1819,DFO,501,NA,NA,Na,Mississippi,Mississippi,US,United States,North_America,12,-9999,377166,38.924,-90.674,38.95,-90.65,0,1,,,,,,0,0,,0
G1820,DFO,502,NA,NA,Na,Mississippi,Mississippi,US,United States,North_America,12,-9999,2438100,34.694,-90.584,34.65,-90.55,0,1,,,,,,0,0,,0
G1821,DFO,505,NA,NA,Na,Mississippi,Mississippi,US,United States,North_America,12,-9999,2390460,36.314,-89.594,36.25,-89.55,0,1,,,,,,0,0,,0
G1822,DFO,507,NA,NA,Na,Mississippi,Mississippi,US,United States,North_America,12,-9999,2390160,36.494,-89.504,36.55,-89.55,0,1,,,,,,0,0,,0
G1823,DFO,510,NA,NA,Na,Ohio,Mississippi,US,United States,North_America,12,-9999,257745,37.934,-87.614,37.95,-87.65,0,1,,,,,,0,0,,0
G1824,DFO,514,NA,NA,Na,Wabash,Mississippi,US,United States,North_America,12,-9999,35380,38.924,-87.524,38.95,-87.55,0,1,,,,,,0,0,,0
G1825,DFO,516,NA,NA,Na,White (Trib. Ohio),Mississippi,US,United States,North_America,12,-9999,12803,38.924,-87.074,38.95,-87.05,0,1,,,,,,0,0,,0
G1826,DFO,521,NA,NA,Na,Red,Nelson,US,United States,North_America,11,-9999,82527,48.824,-97.154,48.85,-97.15,0,1,,,,,,0,0,,0
G1827,DFO,543,NA,NA,Na,Lake Mweru,Congo,CD,Congo,Africa,45,-9999,170816,-9.765,28.665,-9.75,28.65,0,1,,,,,,0,0,,0
G1828,DFO,544,NA,NA,Na,Lake Mweru,Congo,CD,Congo,Africa,45,-9999,162009,-10.215,28.575,-10.25,28.55,0,1,,,,,,0,0,,0
G1829,DFO,660,NA,NA,Na,Po,Po,IT,Italy,Europe,32,-9999,57930,44.954,10.665,44.95,10.65,0,1,,,,,,0,0,,0
G1830,DFO,661,NA,NA,Na,Po,Po,IT,Italy,Europe,32,-9999,52928,45.044,10.125,45.05,10.15,0,1,,,,,,0,0,,0
G1831,DFO,663,NA,NA,Na,Po,Po,IT,Italy,Europe,32,-9999,29498,45.134,9.225,45.05,9.05,0,1,,,,,,0,0,,0
G1832,DFO,665,NA,NA,Na,Ticino,Po,IT,Italy,Europe,32,-9999,7766,45.314,8.955,45.35,8.85,0,1,,,,,,0,0,,0
G1833,DFO,666,NA,NA,Na,Po,Po,IT,Italy,Europe,32,-9999,13555,45.134,8.415,45.15,8.35,0,1,,,,,,0,0,,0
G1834,DFO,711,NA,NA,Na,Thames,Thames,UK,United Kingdom,Europe,32,-9999,943,51.704,-1.664,51.65,-1.65,0,1,,,,,,0,0,,0
G1835,DFO,731,NA,NA,Na,Prut,Danube,RO,Romania,Europe,32,-9999,23839,46.664,28.215,46.65,28.25,0,1,,,,,,0,0,,0
G1836,DFO,783,NA,NA,Na,Negro,Negro (Uruguay),UY,Uruguay,South_America,26,-9999,3781,-31.725,-54.494,-31.75,-54.55,0,1,,,,,,0,0,,0
G1837,DFO,784,NA,NA,Na,Negro,Negro (Uruguay),UY,Uruguay,South_America,26,-9999,5704,-32.085,-54.584,-32.05,-54.55,0,1,,,,,,0,0,,0
G1838,DFO,790,NA,NA,Na,Cebollati,Na,UY,Uruguay,South_America,28,-9999,6108,-33.705,-54.404,-33.75,-54.45,0,1,,,,,,0,0,,0
G1839,DFO,794,NA,NA,Na,Uruguay,Uruguay,AR,Argentina,South_America,26,-9999,229122,-31.455,-58.094,-31.45,-58.05,0,1,,,,,,0,0,,0
G1840,DFO,809,NA,NA,Timbues,Parana,Parana,AR,Argentina,South_America,26,-9999,2429360,-32.355,-60.704,-32.65,-60.75,0,1,,,,,,0,0,,0
G1841,DFO,810,NA,NA,Na,Parana,Parana,AR,Argentina,South_America,26,-9999,2382690,-31.815,-60.704,-31.85,-60.65,0,1,,,,,,0,0,,0
G1842,DFO,818,NA,NA,Na,Parana,Parana,AR,Argentina,South_America,26,-9999,2147910,-30.375,-59.714,-30.45,-59.65,0,1,,,,,,0,0,,0
G1843,DFO,821,NA,NA,Na,Parana,Parana,AR,Argentina,South_America,26,-9999,2111720,-29.205,-59.444,-29.25,-59.45,0,1,,,,,,0,0,,0
G1844,BDHI,13885,DFO,822,Empedrado,Parana,Parana,AR,Argentina,South_America,26,-9999,2065560,-27.958611,-58.819722,-28.05,-58.95,1,1,data comes from http://www.mininterior.gov.ar/obras publicas/rh base.php,,2/2/2011,6/30/2015,,0,0,,0
G1845,DFO,828,NA,NA,Na,Uruguay,Uruguay,BR,Brazil,South_America,26,-9999,130703,-29.295,-56.654,-29.35,-56.65,0,1,,,,,,0,0,,0
G1846,BDHI,13857,DFO,830,Garruchos,Uruguay,Uruguay,AR,Argentina,South_America,26,-9999,112411,-28.177222,-55.643333,-28.35,-55.75,1,1,data comes from http://www.mininterior.gov.ar/obras publicas/rh base.php,,4/12/1930,3/3/2014,,0,0,,0
G1847,CEMADEN ANA,76650000,DFO,NA,Na,Ibicui,Uruguay,BR,Brazil,South_America,26,835,28781,-29.565,-55.664,-29.55,-55.65,1,1,,,6/1/1967,2/28/2015,,0,0,,2017
G1848,CEMADEN ANA,85470000,DFO,NA,Na,Ibicui,Uruguay,BR,Brazil,South_America,26,836,26880,-29.655,-55.214,-29.65,-55.35,1,1,,,1/1/1942,2/28/2015,,0,0,,2017
G1849,DFO,838,NA,NA,Na,Jacui,Jacui,BR,Brazil,South_America,28,-9999,66005,-29.925,-51.524,-29.95,-51.55,0,1,,,,,,0,0,,0
G1850,DFO,840,NA,NA,Na,Jacui,Jacui,BR,Brazil,South_America,28,-9999,28327,-30.015,-52.964,-30.05,-52.95,0,1,,,,,,0,0,,0
G1851,DFO,842,NA,NA,Na,Jacui,Jacui,BR,Brazil,South_America,28,-9999,24970,-29.925,-53.054,-29.95,-53.05,0,1,,,,,,0,0,,0
G1852,DFO,843,NA,NA,Na,Tebicuary,Parana,PY,Paraguay,South_America,26,-9999,25532,-26.415,-57.734,-26.35,-57.75,0,1,,,,,,0,0,,0
G1853,DFO,845,NA,NA,Na,Tebicuary,Parana,PY,Paraguay,South_America,26,-9999,20704,-26.505,-57.194,-26.55,-57.25,0,1,,,,,,0,0,,0
G1854,DFO,856,NA,NA,Na,Paraguai _ Paraguay,Parana,PY,Paraguay,South_America,26,-9999,740640,-24.795,-57.284,-24.75,-57.25,0,1,,,,,,0,0,,0
G1855,BDHI,12401,DFO,857,Puerto Bermejo,Paraguay,Parana,AR,Argentina,South_America,26,-9999,1109300,-26.925833,-58.506944,-26.95,-58.45,1,1,data comes from http://www.mininterior.gov.ar/obras publicas/rh base.php,,1/1/1921,2/27/2006,,0,0,,0
G1856,DFO,861,NA,NA,Na,Paraguai _ Paraguay,Parana,BR,Brazil,South_America,26,-9999,364695,-19.665,-57.554,-19.65,-57.55,0,1,,identical station GFDSid 864 idential and deleted,,,,0,0,,0
G1857,CEMADEN ANA,66895000,DFO,863,Porto Da Manga,Paraguai _ Paraguay,Parana,BR,Brazil,South_America,26,327000,319816,-19.305,-57.284,-19.35,-57.25,1,1,,,5/24/1969,12/31/2007,,0,0,,2017
G1858,CEMADEN ANA,66810000,DFO,865,Sao Francisco,Paraguai _ Paraguay,Parana,BR,Brazil,South_America,26,243000,238016,-18.405,-57.374,-18.35,-57.35,1,1,,,11/13/1967,12/31/2007,,0,0,,2017
G1859,DFO,881,NA,NA,Na,Sagavanirktok,Na,US,United States,North_America,11,-9999,13644,69.974,-148.724,69.95,-148.75,0,1,,,,,,0,0,,0
G1860,DFO,1046,NA,NA,Na,Upstream Falcon,Bravo,MX,Mexico,North_America,13,-9999,353535,26.954,-99.404,26.95,-99.35,0,1,,,,,,0,0,,0
G1861,DFO,1052,NA,NA,Na,Grijalva,Grisalva,MX,Mexico,North_America,14,-9999,38373,18.044,-92.924,18.05,-92.95,0,1,,,,,,0,0,,0
G1862,DFO,1058,NA,NA,Na,Naranjo,Na,GT,Guatemala,North_America,14,-9999,840,14.714,-92.024,14.75,-92.05,0,1,,,,,,0,0,,0
G1863,DFO,1064,NA,NA,Na,Arauca,Orinoco,VE,Venezuela,South_America,25,-9999,15754,7.064,-69.434,7.05,-69.45,0,1,,,,,,0,0,,0
G1864,DFO,1067,NA,NA,Na,Orinoco,Orinoco,VE,Venezuela,South_America,25,-9999,480251,6.614,-67.094,6.65,-67.15,0,1,,,,,,0,0,,0
G1865,DFO,1075,NA,NA,Na,Guviare,Orinoco,CO,Colombia,South_America,25,-9999,39818,2.834,-72.224,2.85,-72.25,0,1,,,,,,0,0,,0
G1866,DFO,1076,NA,NA,Na,Meta,Orinoco,CO,Colombia,South_America,25,-9999,74087,5.534,-70.334,5.55,-70.25,0,1,,,,,,0,0,,0
G1867,DFO,1077,NA,NA,Na,Napo,Amazonas,PE,Peru,South_America,25,-9999,45484,-1.125,-75.014,-1.15,-75.05,0,1,,,,,,0,0,,0
G1868,DFO,1079,NA,NA,Na,Jurua,Amazonas,BR,Brazil,South_America,25,-9999,144970,-6.255,-68.174,-6.25,-68.15,0,1,,,,,,0,0,,0
G1869,DFO,1081,NA,NA,Na,Maranon,Amazonas,PE,Peru,South_America,25,-9999,303961,-4.635,-74.834,-4.55,-74.75,0,1,,,,,,0,0,,0
G1870,DFO,1083,NA,NA,Na,Ucayali,Amazonas,PE,Peru,South_America,25,-9999,258642,-8.325,-74.474,-8.35,-74.45,0,1,,,,,,0,0,,0
G1871,DFO,1084,NA,NA,Na,Ucayali,Amazonas,PE,Peru,South_America,25,-9999,239850,-8.595,-74.384,-8.65,-74.35,0,1,,,,,,0,0,,0
G1872,DFO,1086,NA,NA,Na,Ucayali,Amazonas,PE,Peru,South_America,25,-9999,318575,-5.175,-74.114,-5.15,-74.05,0,1,,,,,,0,0,,0
G1873,DFO,1088,NA,NA,Na,Madeira,Amazonas,BR,Brazil,South_America,25,-9999,1073420,-7.605,-62.954,-7.65,-62.95,0,1,,,,,,0,0,,0
G1874,DFO,1089,NA,NA,Na,Purus,Amazonas,BR,Brazil,South_America,25,-9999,373154,-4.275,-61.784,-4.25,-61.75,0,1,,,,,,0,0,,0
G1875,DFO,1092,NA,NA,Na,Ucayali,Amazonas,PE,Peru,South_America,25,-9999,196272,-10.215,-74.024,-10.25,-74.05,0,1,,,,,,0,0,,0
G1876,DFO,1093,NA,NA,Na,Ica,Amazonas,PE,Peru,South_America,25,-9999,78926,-2.385,-71.234,-2.35,-71.25,0,1,,,,,,0,0,,0
G1877,DFO,1094,NA,NA,Na,Japura,Amazonas,BR,Brazil,South_America,25,-9999,239542,-1.845,-67.184,-1.85,-67.15,0,1,,,,,,0,0,,0
G1878,DFO,1096,NA,NA,Na,Madeira,Amazonas,BR,Brazil,South_America,25,-9999,1302650,-3.825,-59.084,-3.85,-59.05,0,1,,,,,,0,0,,0
G1879,DFO,1112,NA,NA,Na,Araguaia,Tocantins,BR,Brazil,South_America,25,-9999,315397,-8.685,-49.454,-8.65,-49.45,0,1,,,,,,0,0,,0
G1880,DFO,1139,NA,NA,Na,Guapore,Amazonas,BO,Bolivia,South_America,25,-9999,346086,-12.105,-64.754,-12.15,-64.75,0,1,,,,,,0,0,,0
G1881,DFO,1144,NA,NA,Na,Itonamas,Amazonas,BO,Bolivia,South_America,25,-9999,101334,-13.275,-64.124,-13.25,-64.05,0,1,,,,,,0,0,,0
G1882,CEMADEN ANA,15233000,DFO,1145,Camiaco,Mamore,Amazonas,BO,Bolivia,South_America,25,136000,126713,-15.375,-64.875,-15.35,-64.95,1,1,,,3/1/2000,7/21/2014,,0,0,,2017
G1883,CEMADEN ANA,15290000,DFO,1149,Pena Amarilla,Beni,Amazonas,BO,Bolivia,South_America,25,107000,106202,-11.625,-66.625,-11.65,-66.75,1,1,,,9/1/2003,7/30/2010,,0,0,,2017
G1884,DFO,1150,NA,NA,Na,Yacuma,Amazonas,BO,Bolivia,South_America,25,-9999,9183,-13.995,-66.194,-13.95,-66.15,0,1,,,,,,0,0,,0
G1885,DFO,1151,NA,NA,Na,Ichoa,Amazonas,BO,Bolivia,South_America,25,-9999,5010,-15.705,-65.294,-15.75,-65.25,0,1,,,,,,0,0,,0
G1886,DFO,1154,NA,NA,Na,Yata,Amazonas,BO,Bolivia,South_America,25,-9999,4269,-13.005,-66.104,-12.95,-66.15,0,1,,,,,,0,0,,0
G1887,DFO,1159,NA,NA,Na,Birmejo,Parana,AR,Argentina,South_America,26,-9999,66193,-24.975,-60.974,-24.95,-60.95,0,1,,,,,,0,0,,0
G1888,DFO,1193,NA,NA,Na,Bajo De La Tierra Colorada,Na,AR,Argentina,South_America,27,-9999,17111,-42.885,-66.824,-42.85,-66.85,0,1,,,,,,0,0,,0
G1889,DFO,1247,NA,NA,Na,Limpopo,Limpopo,MZ,Mozambique,Africa,46,-9999,328159,-24.435,32.895,-24.45,32.85,0,1,,,,,,0,0,,0
G1890,DFO,1251,NA,NA,Na,Limpopo,Limpopo,MZ,Mozambique,Africa,46,-9999,248554,-23.535,32.445,-23.55,32.45,0,1,,,,,,0,0,,0
G1891,DFO,1275,NA,NA,Na,Lufira,Congo,CD,Congo,Africa,45,-9999,17639,-10.395,27.405,-10.45,27.45,0,1,,,,,,0,0,,0
G1892,DFO,1290,NA,NA,Na,Great Ruaha,Rufiji,TZ,Tanzania,Africa,46,-9999,172994,-8.055,39.015,-8.05,38.95,0,1,,,,,,0,0,,0
G1893,DFO,1292,NA,NA,Na,Kilombero,Rufiji,TZ,Tanzania,Africa,46,-9999,31392,-8.145,36.765,-8.15,36.75,0,1,,,,,,0,0,,0
G1894,DFO,1418,NA,NA,Na,Niger,Niger,NE,Niger,Africa,44,-9999,1373360,11.834,3.555,11.75,3.55,0,1,,,,,,0,0,,0
G1895,DFO,1419,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,1381880,11.474,4.095,11.45,4.05,0,1,,,,,,0,0,,0
G1896,DFO,1420,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,1567550,11.204,4.365,11.15,4.35,0,1,,,,,,0,0,,0
G1897,DFO,1432,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,1638670,9.044,5.175,9.05,5.15,0,1,,,,,,0,0,,0
G1898,DFO,1437,NA,NA,Na,Niger,Niger,NG,Nigeria,Africa,44,-9999,2120920,6.254,6.705,6.25,6.75,0,1,,,,,,0,0,,0
G1899,DFO,1438,NA,NA,Na,Anambra,Niger,NG,Nigeria,Africa,44,-9999,8736,6.524,6.885,6.55,6.85,0,1,,,,,,0,0,,0
G1900,DFO,1441,NA,NA,Na,Benue,Niger,NG,Nigeria,Africa,44,-9999,301938,7.784,8.865,7.75,8.85,0,1,,,,,,0,0,,0
G1901,DFO,1505,NA,NA,Omo River Delta,Omu Delta,Upper Ghibe,ET,Ethiopia,Africa,44,-9999,70253,4.814,36.045,4.85,36.05,0,1,,,,,,0,0,,0
G1902,DFO,1517,NA,NA,Na,Webe Gestro,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,24034,4.724,42.075,4.75,42.05,0,1,,,,,,0,0,,0
G1903,DFO,1521,NA,NA,Na,Shabelle,Juba Shabelle,SO,Somalia,Africa,43,-9999,217911,2.564,45.495,2.55,45.45,0,1,,,,,,0,0,,0
G1904,DFO,1522,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,145482,5.084,44.775,5.05,44.85,0,1,,,,,,0,0,,0
G1905,DFO,1525,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,140545,5.444,44.505,5.45,44.45,0,1,,,,,,0,0,,0
G1906,DFO,1526,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,138324,5.624,44.145,5.55,44.15,0,1,,,,,,0,0,,0
G1907,DFO,1527,NA,NA,Na,Shabelle,Juba Shabelle,ET,Ethiopia,Africa,43,-9999,107146,6.074,43.065,6.05,43.05,0,1,,,,,,0,0,,0
G1908,DFO,1529,SWALIM,NA,Jowhar,Shabelle,Juba Shabelle,SO,Somalia,Africa,43,-9999,212965,2.834,45.405,2.85,45.55,0,1,,No data provided,,,,0,0,,0
G1909,DFO,1541,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1547210,12.374,32.805,12.35,32.75,0,1,,,,,,0,0,,0
G1910,DFO,1542,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1575890,13.814,32.445,13.75,32.45,0,1,,,,,,0,0,,0
G1911,DFO,1543,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1662940,14.804,32.265,14.75,32.25,0,1,,,,,,0,0,,0
G1912,DFO,1544,NA,NA,Na,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,200349,13.094,33.975,13.25,33.95,0,1,,,,,,0,0,,0
G1913,DFO,1545,NA,NA,Na,Blue Nile,Nile,SD,Sudan,Africa,43,-9999,206392,13.724,33.615,13.75,33.55,0,1,,,,,,0,0,,0
G1914,DFO,1547,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1676510,15.524,32.445,15.55,32.45,0,1,,,,,,0,0,,0
G1915,DFO,1548,NA,NA,Na,Nile,Nile,SD,Sudan,Africa,43,-9999,1995400,16.514,32.895,16.45,32.85,0,1,,,,,,0,0,,0
G1916,DFO,1582,NA,NA,Na,Mahavavy,Na,MG,Madagascar,Africa,46,-9999,2958,-13.185,49.005,-13.15,49.05,0,1,,,,,,0,0,,0
G1917,DFO,1652,NA,NA,Na,Ishim,Ob,KZ,Kazakhstan,Asia,511,-9999,74180,51.164,66.735,51.15,66.75,0,1,,,,,,0,0,,0
G1918,DFO,1936,NA,NA,Na,Brahmaputra,Brahmaputra,IN,India,Asia,52,-9999,393796,26.324,92.025,26.35,92.05,0,1,,,,,,0,0,,0
G1919,DFO,1937,NA,NA,Na,Brahmaputra,Brahmaputra,IN,India,Asia,52,-9999,313411,27.134,94.545,27.15,94.55,0,1,,,,,,0,0,,0
G1920,DFO,1938,NA,NA,Na,Lohit,Brahmaputra,IN,India,Asia,52,-9999,40920,27.764,95.535,27.75,95.55,0,1,,,,,,0,0,,0
G1921,DFO,1958,NA,NA,Na,Reno,Po,IT,Italy,Europe,32,-9999,3677,44.594,11.835,44.55,11.85,0,1,,,,,,0,0,,0
G1922,DFO,1970,NA,NA,Na,Euphrates,Tigris And Euphrates,SY,Syria,Asia,531,-9999,225161,34.694,40.815,34.65,40.85,0,1,,,,,,0,0,,0
G1923,DFO,2000,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,630577,717916,29.024,70.605,29.05,70.55,0,1,,,,,,0,0,,0
G1924,DFO,2001,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,799013,853424,25.874,68.265,25.85,68.25,0,1,,,,,,0,0,,0
G1925,DFO,2002,NA,NA,Na,Indus,Indus,PK,Pakistan,Asia,52,813113,866131,24.254,67.815,24.25,67.75,0,1,,,,,,0,0,,0
G1926,WRIS,0,DFO,2007,Perur,Godavari,Godavari,IN,India,Asia,54,-9999,271023,18.547902,80.384558,18.55,80.35,1,1,HO_160,,12/1/1965,5/31/2014,5/10/2018,0,0,,0
G1927,WRIS,0,DFO,2008,Bhadrachalam,Godavari,Godavari,IN,India,Asia,54,-9999,280817,17.675639,80.883266,17.75,80.85,1,1,HO_90,,6/15/2007,5/31/2014,5/10/2018,0,0,,0
